sentimen,Tweet
0,Wahh kegiatan yang sangat2 positif banget. Semoga harus berhasil menurunkan level PM25 polusi udara yang sudah menjajah indonesia dari thn 2019 hingga saat ini 2022. yang dimana polusi udara itu sendiri diciptakan kok. Bukan ada dengan sendiri nya di ibukota dki jakarta. Semangat
0,karena kalau malam hari pepohonan juga menyerap oksigen dan melepaskan CO2 ke udara. Pd malam hari semua kehidupan menyerap oksigen. Bahaya bukan jika malam hari PM25 polusi udara dan semua gas beracun meningkat sangat tinggi. orang yang ngerti pasti ngeri jika polusi malam meningkat
1,yang bakar sampah ditertibkan oleh satpol PP sama seperti sewaktu membudayakan menggunakan masker. untuk PLTU mereka kan swasta ya. Wajib pasang hepa filter untuk radius tertentu untuk mengurangi PM25 nya sampai ke warga. 3 sumber polusi ini di atas dengan maximal pasti ada perubahan
0,Sebenarnya yang dijadikan parameter dari thread ini tuh partikulat PM25 bukan polusi CO dari kendaraan banyak dari kita yang salah tangkap soalnya hasil pembakaran kendaraan itu CO dan memangpolusi juga berbahaya tapi kalo PM25 itu biasanya dihasilkan dari pembakaran padatan-
0,Jaga betul 100% masalah polusi udara yaa para pekerja tanah kosong yang besar2 jangan dijadikan tempat bakar sampah inii saran saja. karena sensor polusi udara di depo transjakarta thn 2020 setiap malam sering banget berwarna ungu dengan level PM25 yang sangat tinggi sehingga dinonaktifkan
-1,PLTU banyak yang di sekitaran cilegon. gue heran gada teknologi untuk mengurangi emisi yah? terutama PM25. gue rasa itu bukan rocket science deh. mungkin harus invest kesitu supaya seluruh exhaust PLTU dimodifikasi untuk mengurangi polusi.
-1,Jakarta tidak cocok disebut ibukota cocok nya desa tidak terUrus saja dehh lebih tepat nya. Gilaa asli jorok abiss debu PM25 polusi udara kebanyakan di udaranya. Parahh ☠☠
-1,yang paling penting dari pertumbuhan ekonomi adalah masalah Polusi udara. Percuma pertumbuhan ekonomi bagus. Jika manusianya sakit2an karena kebanyakan menghirup udara ber PM25 yang pekat/level tinggi (merah). Ini pantang banget untuk sampai terjadi.
0,Pd bln 11-12 karena musim hujan dari sini kita uda bisa mengambil kesimpulan asap terbesar penghasil PM25 Polusi udara beracun itu dari mana dtg nya semoga semua kita cerdas dalam berpikir yaa
1,Admin hanya mau berpesan/menghimbau bagi yang sedang beraktifitas di outdoor. Harap pake masker ya. Debu PM25 ini sangat buruk dampaknya bagi kesehatan baik pria maupun ke wanita jaga diri anda dengan menggunakan masker pada saat level polusi meningkat safety first daripada covid
0,"Secara umum menjadi buruk semua karena faktor atmosfer.
Ketika musim kemarau ada kecenderungan untuk kualitas udara memburuk karena berkurangnya angin dan curah hujan. Jadi polusi PM25 lebih lamban terdispersi dan lebih mudah menumpuk di daerah perkotaan."
0,Betul PM25 hanya bisa diserap pake air purifier. Pohon tugasnya menyerap co dan co2 untuk diubah menjadi O2 dengan proses fotosintesis nya pd SIANG HARI. Kl malam pohon menyerap O2 untuk kehidupannya. Mengatasi PM25 polusi udara memangharus pake alat bantu. tidak bisa tidak
-1,Udara panas. Ditambah level PM25 yang tinggi = bencana kesehatan polusi udara pembawa petaka
-1,Semakin terasa sumpek lah udara karena udara outdoor kaya akan debu PM25 dan segala gas beracun. Mau sirkulasi takut polusi. tidak sirkulasi level HCHO dan TVOC dalam ruangan mulai meningkat. Ini lah buruknya udara yang berpolusi itu bagi kehidupan manusia
1,Semoga udara pd tgl 16.7.2022 lebih baik lagii semoga pukul 1 tidak terjadi lonjakan PM25 akibat dari bakar sampah. Semoga hr sabtu besok udara 24 jam sensor kuning. Hari minggu bisa kombinasi dengan sensor hijau kita doakan bersama dan admin akan tetap kawal terus polusi udara jakarta
0,Waspada Covid tetangga sudah banyak yang kena. orang tua teman kena. Teman kerja kena. Pelanggan toko dan pegawai toko sudah kena. Buat teman2 yang masih sehat. Jaga kesehatan. Kurangi terpapar polusi udara PM25 udara beracun yaa. Uda mulai gede nih jumlah orang yang kena horor
-1,Samaan dengan polusi udara yang terjadi di jakarta. Pd waktu malam orang tidur mendadak PM25 membanjiri udara. Akibat dari hasil bakar sampah besar2an di dalam kota dki jakarta. Parahh
-1,Polusi udara yang terjadi sehingga si bapak ini berpidato itu terjadi pd tgl 15/6/2022 level PM25 pada malam hari itu mencapai 1200. Dan bau/aroma nya adalah aroma bakar sampah plastik karena kejadiannya terjadi di tanah kosong di dekat itc cempaka mas. Makanya dki 01 keesokan
-1,Membersihkan waduk sama pentingnya dengan membersihkan udara dari polusi PM25 udara beracun. Gasken lah kerja yang sempurna donk waduk kotor lokal. Udara yang kotor menyebar kemana tidak pakai tapi. Hayo bahaya mana??
-1,"Mau terpapar berapa lama?
SeEnak apapun makanan yang kamu makan. Sebanyak apapun vitamin yang km minum. Jika terpapar logam berat heavy metal dari PM25 polusi udara. Ujung nya kematian inilah covid yang sesungguhnya"
0,Tarikan napas jika polusi udara di level orange sudah tidak seenak dan seNyaman jika level Polusi berada di kuning. Paling good jika hijau untuk PM25 dan aqi nya
-1,Rakyat harus cerdas pengetahuan mesti ditambah. jangan kalau ada kabut malah senang. memangdi Puncak pass‍ di jakarta kalau ada kabut itu adalah asap PM25 polusi udara beracun tidak ada kabut di jakarta ya guys
-1,Polusi udara hebat di tambah kelembapan udara yang tinggi. Resiko terhadap kesehatan manusia itu sangat besar. Kelembaban udara yang tinggi saja uda bisa bikin kumat pasien asma. Apalagi ditambah debu PM25 level 60 keatas. Kasihan warga jakarta yaa bener2 admin sedih banget
-1,Di 100 keatas loh. jadi kita bisa mengecap dari indra pencium. Lalu dipastikan dengan alat ukur PM25 maka jelaslah polusi ini bersumber dari asap apa semoga kita semakin cerdas jadi tidak di bodohi ama keadaan. Amin
0,Bagi yang sering mengamati masalah polusi udara. Polusi udara ini ketahuan dari aroma nya. Kl malam hari itu aroma bakar sampah yang tercium jelas. Mulai dari PIK kelapa gading kemayoran hingga perumahan suntuker. Ada bau asap sampah terbakar jika di ukur pake alat PM25 level nya tuh
0,Kuala Lumpur dan hongkong juga tidak hujan2 tetapi Polusi udara nya rendah. Semua tergantung produksi asap di lapangan. Jika di gas terus jelas PM25 polusi udara beracun akan meningkat drastis
-1,Di lenteng agung warga bakar sampah gila2an di jakarta utara juga orang bakar sampah di tanah kosong yang besar2 terutama yang di samping nya depo transjakarta dekat itc cempaka mas. Makanya sensor aqi di cabut di spot itu. Polusi PM25 made in jakarta sendiri ‍
1,Tetap gunakan masker. Khusus nya warga P jawa apalagi jakarta. karena polusi udara setiap saat mengancam kesehatan fisik dan mental kita kurangi batuk pilek dengan sesedikit mungkin terpapar debu PM25 polusi udara beracun ya guys
1,Dan juga untuk menjamin tumbuh berkembang anak2 kita generasi muda penerus bangsa dan negara. untuk menjadi anak muda yang berkualitas dan berprestasi di mulai dari udara yang sehat PM25 polusi udara tidak hanya mengotori paru2 kita tetapi juga makanan kita yang terhidang di atas
1,Kita di dki jakarta selalu dalam keadaan yang bersih tidak berbau/aroma rendah PM25 dan sehat. Demi siapa? Demi kita sendiri tentu nya. Khusus nya anak2 dan lansia (orang tua) yang kita sayangi. Kita harus bangkit bersama menolak Polusi udara sebagai bakti cinta kasih kita kpd orang tua.
-1,Sudah pasti PM25 akan ada terus menerus di udara kita di jakarta lengkap dengan segala gas beracun nya. jadi jangan mau dibodohi dengan pidato gubernur dki jakarta. Mungkin dia kurang paham juga dengan Polusi udara. Manusia kan ada keterbatasannya. yang penting sekarang ini menjaga agar udara
-1,"Mau terpapar berapa lama?
SeEnak apapun makanan yang kamu makan. Sebanyak apapun vitamin yang km minum. Jika terpapar logam berat heavy metal dari PM25 polusi udara. Ujung nya kematian inilah covid yang sesungguhnya Inilah resiko polusi udara. Sampai ke dalam ruangan RS polusi masuk"
1,Jika sumber polusi udara di radar terus menerus maka level PM25 akan terkontrol dengan baik. Jika tidak maka keadaan buruk seperti yang terjadi pd tgl 123 juli akan terjadi kembali. Sebenernya cara paling murah mengatasi Polusi udara adalah dengan memasang cctv di spot2 yang sudah di
1,kl mau sehat Polusi udara wajib rendah kunci sehat udara wajib rendah PM25 polusi udara beracun
-1,Masuk rumah sakit untuk perawatan ispa di dalam rumah sakit tidak diawasi level PM25 di dalam ruangan inap dan juga level HCHO TVOC CO CO2 No2 CO2 dan O3 nya. Yaa modar lah yang pd sakit tuh. Bukannya bae malah tambah sakit. Hentikan polusi udara segera yaa
1,Kemayoran jakarta hujan. Gimana kawasan kalian. Semoga hujan juga ya agar level PM25 polusi udara bisa turun. Semoga hujan nya berdurasi lama agar bisa sehat kembali udara di jakarta
-1,Lebih tepatnya panen hasil sama tebar polusi pm25
-1,SeEnak apapun makanan yang kamu makan. Sebanyak apapun vitamin yang km minum. Jika terpapar logam berat heavy metal dari PM25 polusi udara setiap hari anak dan keluarga terhirup. Hasil akhir nya sakit penyakit buat tubuh kita pak anies. Solusi hidup sehat udara wajib bersih dan sehat
-1,di ketinggian 100 meter dari tanah saja uda parahh banget polusi udara nya. Apalagi jika lebih tinggi. Kl usia nya masih muda di bawah 40 thn dan tidak merokok. Biasa akan tahan saja. Tinggal di apart itu resiko terpapar PM25 dan gas beracun besar. karena udara bebas tanpa hambatan
-1,"Mau terpapar berapa lama?
SeEnak apapaun makanan yang km makan. Sebanyak apapun vitamin yang km minum. Jika terpapar logam berat heavy metal dari PM25 polusi udara. Ujung nya kematian inilah covid yang sesungguhnya"
1,Dan kurangi terpapar polusi udara. karena PM25 sangat berbahaya jika sudah terhirup oleh tubuh
-1,Polusi udara jakarta utara kudu di perhatikan nih level nya. Ada 2 event penting PRJ dan ada acara juga di JIS jangan sampai pukul 7 polusi udara naik gila2an lalu banyak banget manusia berada di ke 2 tempat ini. Lalu menghirup dengan banyak PM25 heavy metal udara beracun ini. bisak kopid semua
-1,Di negara-negara lain seperti China perbaikan PM25 hampir 50%. Di Indonesia ketika ada PPKM darurat kualitas udara memburuk 12%. Kalau transportasi bukan sumber 70% polusi di Jabodetabek lalu apa? - Piotr Jakubowski Co-Founder & Chief Growth Officer napas Indonesia
-1,Aroma bau asap batubara atau sampah itu adalah VOC ini saja sudah merusak. Apalagi jika HCHO CO CO2 NO2 SO2 plus PM25 meningkat drastis jangankan ke saraf. Lgs ke jantung juga iya karena mempengaruhi tekanan darah Polusi udara akan membunuhmu ☠
-1,Bau asap hasil bakar sampah sudah mulai tercium level PM25 uda naik ke 50 dari 45 sebelum nya. Ini lah sumber Polusi udara yang terjadi di jakarta. Tar lagi jam 7 dari industri dan PLTU batubara nih ngegas tata kelola ibukota payah tidak layak dapat penghargaan ibukota ini
0,Petir ini peringatan bagi produsen polusi udara PM25 horor bukan semoga saja fasilitas kalian terkena yaa
-1,India sekarang sudah berbenah untuk mengatasi masalah Polusi udara. Mereka sekarang pake alat bantu air purifier yang ditaruh di gedung2 tinggi. Alat nya gede untuk menyerap PM25 di udara. Check saja di youtube ada banyak video nya kok. Jakarta malah salahkan kendaraan dan pengadaan 100 bus
-1,Sebenernya indonesia juga hebat Polusi udara nya cuma jakarta suka tidak jujur ama data. Ada beberapa titik di air visual sudah di offline kan. Salah 1 nya sensor yang di depo transjakarta yang di perintis kemerdekaan. Ditambah lagi admin sering posting level PM25 yang real.
0,Apa ya korelasi polusi udara PM25 dengan batuk rejan?
0,Polusi PM25 beda dengan polusi asap kendaraan yang lebih dominan menghasilkan CO walaupun juga menghasilkan partikel kecil. CMIIW
0,Pd tgl 30-31-01-02 pdhal ada kembang api dan jalanan macet juga karena acara tahun baru di ibukota. Polusi udara semua tergantung dari Produksi nya jika produksi nya melambai maka turunlah Level PM25 walau kendaraan tumpah ruah di jalan
1,Polusi udara jauh lebih berbahaya daripada Narkoba polusi udara di konsumsi oleh semua golongan dan juga usia. Bahkan orang sakit pun terkonsumsi terpaksa PM25 si narkoba hebat ini yang arif dan bijaksana yaa
-1,Opa oma tante yang tua2 bisa lebih sehat. Anak muda bisa lebih produktif. Anak kecil tidak terganggu tumbuh berkembang tubuh nya. Ibu hamil jauh dari potensi keguguran karena terhirup PM25 polusi udara beracun. yang tidak baik nya dimana om ?? Apa sih yang lebih penting daripada kehidupan itu sendiri
0,6 komponen biang polusi : PM25 (particulate matters) Ozone(O3) Sulfur dioksida (SO2) nitrogen oksida ( NOx) Karbon Monoksida (CO) dan lead/timbal. Asal utama dari buangan industri kendaraan bermotor (bbm bensin/diesel)proyek gedung dan jalan olahan batubarapertanian
0,2/3 dari 24 jam waktu hidup kita. Kita habiskan di outdoor inilah mengapa jadi sangat penting udara yang sehat yang rendah PM25 dan juga polusi udara nya. Udara yang sehat adalah penentu kesehatan anda beserta keluarga anda. Pelajari tentang bahaya polusi udara bagi kesehatan agar
-1,6 hari sih polusi udara hebat nya. Pasti akan menimbulkan gejala mlm hr ini bae2 uda mulai ada peningkatan PM25 di udara. Kawasan kelapa gading sudah level 100 untuk PM25 nya. Bengis memangpemerintahan kita ya
-1,Jatuh juga ke minuman yang masih ada di waduk PAM. Dan juga ke setiap gelas air minum kita kopi teh tanpa terkecuali. Hanya orang bodoh yang cacat mental nya yang ikhlas dan menggampangkan masalah Polusi udara ini polusi udara adalah masalah yang sangat serius PM25 saja sudah masalah
-1,"PSBB PPKM dan omicron yang di thn 2022 bln 2-3 Polusi udara PM25 level nya di atas 100 ???
Ini pertanda apa? masih mau salahkan kendaraan bermotor ?? tidak sekolah dan tidak ribet nih si sang ahli"
-1,tidak seperti ini ini salah total ada sumber polusi udara yang jauh lebih hebat dari asap kendaraan bermotor. dari industri PLTU batubara dan juga pembakaran sampah besar2an. 2 pertanyaan: pernah tidak mengukur dalam kemacetan 2 km lalu melakukan pengujian level PM25. Ke 2 mengapa sewaktu
-1,Mari kita berharap dan berdoa agar malam hari ini tidak lagi terjadi badai PM25 polusi udara seperti 3 hari berturut turut kemarin ya toh level penderita covid sudah meningkat juga bukan indonesia sudah banyak masalah jangan menambah masalah baru lagi ya pemerintah RI. Rakyat cerdas
-1,"Udara di jakarta ya guys. jadi olahraga pagi itu tidak disarankan apalagi dianjurkan. Sampaii pemerintah kota dan pusat bener2 fokus bekerja untuk menurunkan PM25 polusi harian di ibukota dki jakarta.
Salam pinter salam cerdas dari admin buat kalian semua nya"
-1,Berlanjut terus sampai pagi jam 5 sebelum matahari terbit semua yang menghasilkan Polusi udara/ asap stop beraktifitas karena takut ketangkap kamera warga dan viral. Berangsur2 lah PM25 menurun level nya di udara bebas. Sampai tiba lah dipukul 3-4-5 ini lah saat terbaiknya kualitas
-1,Pdhal di PRJ lagii banyak anak kecil beserta papa mama nya semua nya terdampak PM25 kasihan bukan masih mau jalan2 ke PRJ guys hahahahaha makan tuh racun dari udara. PM25 polusi udara beracun
-1,Polusi udara lebih berbahaya karena PM25 mengandung unsur heavy metal (logam). Pemerintah Republik Indonesia benar2 bodoh seluruh nya nih ada masalah besar di abaikan. Payah betul kalian
-1,24 jam jakarta indonesia diguyur PM25 Polusi udara tanpa henti. bencana prestasi kerja seburuk ini. tidak malu ya sama seragam. Bener2 payah kalian yaa
-1,Warga rusunawa di gading nias terdampak semua nya nih ama asap PM25 polusi udara beracun made in kelapa gading indonesia warga rumah susun dan apartemen paling kasihan jika dalam kondisi badai Polusi udara seperti ini. jangan lagi pilih pembantu negara yang tidak berkualitas yaa WNI
-1,"Outdoor dan juga indoor sama saja. Jika di outdoor PM25 di level 100.
Di indoor nilainya 85. dengan catatan pintu tertutup terus ya. Jika terbuka selama 10 menitan nilai nya sudah sama saja. Outdoor dan indoor. Katakan tidak pada Polusi udara beracun"
-1,Baru saja hujan reda. Udara uda berAroma batubara saja nih. Pinter. Buru2 di gas mumpung level PM25 lagi drop. jadi tidak ketahuan jika sedang buat polusi udara. Ada jejak aroma nya pasti ketahuan loh. Bertobat lah biar dagangan lu berkah
-1,Pengukuran di kelapa gading. Kualitas udara nya sudah tidak sehat. Jenis polusi udara yang hebat jika level PM25 nya seperti ini tinggi nya. Pelaku nya tidak punya rasa kemanusiaan parah
1,Kemayoran jakarta hujan bersyukur kepada Tuhan Semoga level PM25 polusi udara debu beracun bisa turun drastis ya guys. Hr ini sih 16 jam polusi udara nya gawatt banget dahh
-1,Cuma memangsih bau gas knalpot nya tercium jelas. Polusi kendaraan bermotor berbeda jauh dari pd polusi udara dari batubara. Polusi batubara PM25 nya sangat tinggi. Aroma nya nempel ke badan. kok bisa? Iyaa karena debu PM25 nya melekat di bulu2 badan dan di pori2 kulit ‍
-1,Rokok memangjuga berbahaya karena ini juga asap. Tetapi tidak ada seorang manusia di dunia ini yang merokok sampai 12 jam non stop tanpa putus. Hanya polusi udara PM25 tinggilah yang mampu mengotori udara selama 12 jam di udara kita dki jakarta si Ibukota Republik indonesia ini
-1,Polusi udara menjadi sangat2 berbahaya mengapa? karena mengancam keselamatan puluhan juta jiwa warga nya. Polusi udara mengotori darah lewat PM25 nya. Menciptakan keracunan udara dari gas2 beracun nya. Anak muda yang sehat saja bisa sakit apalagi yang uda usia 45 thn keatas ‍
1,Tetap bersyukur walau hujan nya cuma sebentar saja Admin sangat berharap semoga hari ini tidak terjadi lagi badai polusi udara. Level PM25 yang nilai nya besar membuat sedih sewaktu akan di posting karena memburukkan citra bangsa dan negara ini
-1,"Suhu subuh hr ini 25-26 derajat C.
Mengapa terasa gerah. karena level PM25 nya tinggi dan level gas beracun nya juga tinggi. Padahal kemayoran saat ini hujan lho yaa. Ini lah bahaya nya dari polusi udara berlebih paham horason dasar lu pada dongo semua nya"
-1,Kelembaban udara yang tinggi plus level PM25 yang juga tinggi ini sih bencana kesehatan banget dahh kasihan warung2 yang buka 24 jam. Mulai dari warunk rokok dan minuman dan makanan (warteg) bengis polusi udara subuh hari ini tgl 27/5/2022
-1,Polusi udara dan pake masker ilustrasi nya kita dididik seperti ikan sapu2 dan babi. yang dimana 2 hewan ini makan tai dan kotoran yang ada di kolam dan di kandang babi jika telat dibersihkan. Masa mau gitu paru2 kita bekerja seperti ikan sapu2 menyedot semua PM25 12 jam
-1,Pake masker dilakukan saat ini karena mengetahui secara sadar ada bahaya mengancam dari PM25 polusi udara. Cuma kita kan mahluk Tuhan yang berhikmat ada namanya akal budi. Polusi ini adalah hal yang dihasilkan. sekarang sudah waktu nya di hentikan dan di obati di benerin dibenahi agar kita
-1,"napas menemukan konsentrasi polusi di udara yang mencapai hingga 30x di atas batas WHO terutama pada pagi hari.
WHO memberikan batas aman rata-rata polusi PM25 per tahun sebanyak 5 µg/m3
sementara selama 6 hari terakhir kami menemukan beberapa lokasi yang mencapai 150 µg/m3"
-1,Bali memangbelum sepolusi seperti di jakarta tetapi bali juga uda mulai kebagian level PM25 yang tinggi dapat nya dari PLTU yang ada di bali dan dari Polusi udara yang tinggi dari surabaya terbawa angin ke bali makanya Polusi wajib di rendahkan
0,Cara mengetahui bahwa di daerah kalian sedang berpolusi tinggi dengan mendeteksi aroma bau pada udara. Dan juga dari kabut pd sinar lampu jalanan. Jika sudah jelas kabut nya itu pertanda PM25 sudah melebihi dari level 60 guys pake masker nya ya jaga kesehatan paru2 anda
-1,Uda saat nya memperketat kualitas udara dki Jakarta. jangan sampai semua ini menjadi jebakan batman. Warga datang sehat pulang nya malah sakit karena udara pagi yang tercemar oleh PM25 dan gas2 beracun lain nya / polusi udara
-1,Iya lah negeri ini jorok banget. Udara sangat tercemar level PM25 nya tinggi mulu parahh orang LN juga ngerti keles bebenah makanya percantik negeri ini dengan mengurangi Polusi udara beracun di udara
-1,Iyaa betul orang dewasa saja oleng kl kena polusi udara. Apalagi anak2 dan lansia. Semoga lekas sembuh ya kak anak nya jika polusi udara sedang tinggi. Usahakan jangan maem di outdoorkita terpapar PM25 nya kebanyakan. terutama anak2 yang Heart bit rate nya di kisaran 100 keatas
1,Bagi yang sedang ada di outdoor perhatikan cahaya lampu jalanan. Jika sinar nya tidak bersih tetapi berkabut. Itu kabut asap polusi udara yaa guys. Tanda udah waktu nya menggunakan masker kalian. jangan mau paru2 km menjadi hepa filter menapis PM25 dan segala gas beracun lainnya
-1,"PPKM belum di longgarkan
Polusi udara belum juga teratasi dengan baik
Pertahanan mendasar pribadi malah di kendurkan orang pinter sih tidak bakalan lepas masker nya termasuk admin. Besaran virus dan PM25 sama 25 micron 1/8 dari 1 helai rambut kita. PM25= heavy metal"
0,November rain waspada bahaya banjir di ibukota jika kalimantan kena banjir bandang seperti yang terjadi pada tahun 2021 di bln november. Kemungkinan di jakarta tidak akan ditemukan banjir Polusi udara PM25 dan segala gas beracun nya. Semoga beneran dtg dan berInvestasi di indo ya
-1,kota ini diguyur racun udara PM25 heavy metal. Mengerikan bukan. tidak lama tabung oksigen bukan hanya kebutuhan orang sakit tetapi orang yang sehat juga membutuhkan tabung Oksigen. Parah ini pemerintahan RI 2019-2024
1,Udara di outdoor wajib bersih dan sehat. EBT itu perlu seperti yang sudah disampaikan oleh erick thohir. Alat ini hanya mampu menangkap PM25. Tetapi tidak bisa mengubah gas HCHO NO2 SO2 CO CO2O3 untuk menjadi udara layak hirup/ O2 kembali outdoor rendah Polusi ini solusi hidup sehat
-1,dalam keadaan berpolusi seperti ini benar-benar serba salah. Tutup pintu rapat-rapat di dalam rumah Level HCHO dan TVOC tinggi. Buka pintu dan jendela PM25 nya masuk kedalam. Kita ini masih hidup belum membutuhkan formalin. tetapi mengapa kita dipaksa untuk menghirup formalin di udara ‍
-1,kota ini di guyur racun udara PM25 heavy metal. Mengerikan bukan. tidak lama tabung oksigen bukan hanya kebutuhan orang sakit tetapi orang yang sehat juga membutuhkan tabung Oksigen. Parah ini pemerintahan RI 2019-2024
1,Sedikit orang saja pdhal pake kepinantian dan sedikit biaya masalah besar ini bisa terselesaikan asal ada niat pasti beres sayang level mentri kita selevel dengan level polusi udara sih yaa makin tinggi PM25 nya makin bloon
1,Semoga level PM25 nya bisa bertahan agak lamaan. karena level HCHO di udara outdoor masih sangat tinggi terbaca di alat seperti itu ini bakalan lama jika melakukan sirkulasi udara di dalam rumah lihat ini semua keburukan dari Polusi udara bikin repot 1 jakarta hanya u/kepentingan
-1,Suhu udara tinggi jika PM25 lalu HCHO CO CO2 NO2 SO2 dan O3 nya tinggi tidak bakalan ada angin yang terasa sejuk. Perhatikan kualitas udara di kota bandung. Apakah sudah rendah Polusi tidak? Kalau tidak ya repot kota bandung nya. Uda kena panas siap2 lagi kena sakit penyakit loh
-1,"Mau terpapar berapa lama?
SeEnak apapun makanan yang kamu makan. Sebanyak apapun vitamin yang km minum. Jika terpapar logam berat heavy metal dari PM25 polusi udara. Ujung nya kematian inilah covid yang sesungguhnya.
Jika hirup racun setiap hari pasti kamu akan sakit"
0,Polusi udara selain membawa dan mengandung PM25 juga membawa gas2 beracun lainnya yang tidak dibutuhkan oleh makhluk hidup gas2 ini kan udara juga dan menetap di udara atmosfer kita karena tdl diolah kembali menjadi O2. Kadar oksigen di udara akhirnya menurunKualitasnya jadi buruk
1,5 jam dari pukul 16.00 PM 4 sore hr ini. Br turun nih polusi udara nya di jem 9. Jika produksi asap di hentikan. Otomatis gas beracun dan PM25 level nya akan menurun juga pelaku polusi udara semoga di berkati Tuhan berlimpah2 agar kaya raya tidak kerja duduk saja duit nya
0,Polusi udara itu tidak selalu hanya terfokus kepada PM25. Polusi udara itu banyak ragamnya terutama pada gas-gas yang beracun yang berterbangan memenuhi udara di outdoor. Ada HCHO CO CO2 NO2 SO2 and O3 ozone ground. Semua gas ini berbahaya bagi manusia
0,jangan lupa bawa pengukur polusi udara. Ukur level PM25 HCHO dan TVOC di apartemen yang akan di tempati. jangan sampai menyesal di kemudian hari karena setiap hari setiap malam terpapar polusi dan juga bau dari asap batubara
0,Apakah mungkin meng-quantify Produsen & Manipulator Polusi? Kalau iya akan sangat membantu mengarahkan efforts untuk menurunkan partikel PM25.
1,Solusi mengatasi polusi udara saat ini adalah milikilah air purifier di rumah Jika mesti ada di outdoor jangan terlalu lama. Polusi udara itu pencampuran PM25 dan gas yang bukan oksigen. Pake masker yang dari bahan kaos jadi ada sirkulasi udara yang lebih baik. Jaga stamina tubuh
0,Nahh polusi malam hari ini nihh bisa sampai 12 jam di lakukan. Biasa nya kumat di pukul 9 bisa juga di jam 10.30 atau 1 dini hari lalu berkelanjutan hingga 12 jam. Jam 3 siang biasanya adalah titik terendah level PM25 nya. Tetapi gas tidak karena ada tambahan dari kendaraan.
0,Iyaa ini tidak benar. Ini kata2 nya si guru besar ini mah. Kenyataan nya. Polusi udara yang gas dan yang PM25 itu tergantung produksi nya. PM25 walau dia sangat kecil tetap ms punya berat jenis. Akhirnya mendarat juga ke bumi. Kalau gas ini yang bikin kabut dan bau dan sesak
-1,PM25 polusi udara muu di kondisikan. Payah PLN bangkrut saja kl tidak bisa kerja maximal
-1,Semoga hari ini tidak terjadi badai PM25 polusi udara beracun di outdoor. Kasihan orang yang beraktifitas di jis nanti nya
-1,Jika udara outdoor nya ber PM25 kadar tinggi di level 80 keatas. sudah dipastikan AQI nya juga tinggi arti nya semua gas juga level horor di outdoor. bagaimana nih mau sirkulasi udara indoor dan outdoor yang lebih segar?? Bahaya bukan jika ada badai Polusi udara? Engap mulu bawaannya
0,Jika udara rendah PM25 polusi udara seperti saat ini. Jika rumah kita terasa pengap mungkin karena level TVOC dan HCHO nya telah meningkat karena sudah 5 jam tidak sirkulasi. Kita bisa tanpa ragu membuka pintu dan jendela untuk melakukan sirkulasi karena udara outdoor nya dalam kondisi baik.
1,dengan keadaan rendah polusi seperti ini. Walau suhu udara berada di level 27.1 terasa sejuk bukan ?? karena PM25 nya rendah. karena Gas beracun nya rendah. dari sini bisa di simpulkan betapa pentingnya udara yang bersih dan sehat. tidak ngerti lagi kl ms ada orang yang tega membuat polusi udara‍
1,Keadaan seperti ini yang seharus nya di jaga di rawat. Ini lah kebenaran. HARUS SEPERTI INI APALAGI PADA WAKTU MALAM HARI. tidak boleh malam hari terjadi badai PM25 asap beracun polusi udara. PLTU dan industri wajib mikir keras agar kualitas udara HARUS seperti ini setiap malam hari
-1,Iyaa makin tinggi bangunan semakin resiko besar terpapar polusi udara. Buka pintu buat sirkulasi masuk PM25. Tertutup kelamaan HCHO dan TVOC nya meningkat ke level tidak sehat. Serba salah memangjadi penghuni apartemen jauh lebih lebih baik rumah tapak asal jangan dekat pabrik/PLTU saja
-1,untuk mendapatkan air orang berusaha semaximal mungkin. Pemerintah kita mengatasi PM25 polusi udara seperti tidak ada action nya. Pdhal tau polusi udara ibu dari segala sakit penyakit
-1,Okk baik tweet tentang masalah polusi udara 1 hr 6-7 kali apalagii kl ada badai PM25 uda dari thn 2020 2021 hingga hr ini di thn 2022 setiap hari tanpa henti kak
0,Betul udara outdoor memangtidak nyaman apalagi jika PM25 nya di posisi tinggi. Saran saja milikilah alat ukur PM25 jadi tau level polusi udara sebelum keluar ke outdoor. Di rumah pake air purifier. Agar bisa mendapatkan lebih sering udara yang low PM25. ini debu ‍
1,dengan keadaan udara sebaik ini juga kita bisa mengurangi penggunaan listrik. Dari ac berlebih karena tidak gerah kulit kita tidak menderita akibat dari debu halus PM25 bisa menghemat semakin jarang beli skin care. Hepa filter pun buat apa dihidupkan 24 jam jika polusi nya hanya 008 /rendah
1,Jika PM25 di level 5 saja. Suhu udara hari ini panas nya dengan kemaren sama kok. Tetapi saat ini lebih adem rasa nya di pikiran perasaan dan kulit. Ini lah kelebihan dari udara yang rendah polusi udara tidak pengap
1,Sudah waktunya 10jt warga DKI Jakarta kompak untuk menolak polusi udara yang ada di kota ini. Karena merokok yang sesungguhnya adalah dengan terpapar polusi udara. Gimana tidak disamakan dengan merokok PM25 outdoor uda di level 130 keatas. Ini sama saja dengan asap rokok. Bg yang ngerti saja
